,level_0,index,PerformerExperimentID,FacilityID,EquipmentUnitID,DateOfSurvey,Operator_Timestamp,StartTime,EndTime,SurveyTime,Gas,PlumeLength (hyperspectral technologies only),FacilityEmissionRate,FacilityEmissionRateUpper,FacilityEmissionRateLower,UncertaintyType,WindSpeed,WindDirection,TransitDirection,QC filter,NumberOfEmissionSourcesReported,Stanford_timestamp,Round 3 test set,WindType,OperatorSet,UnblindingStage,Notes,Satellite,Team,UncertaintyTypeManual,WindSpeedLow,WindSpeedHigh,cr_quad_scfh,PipeSize_inch,MeterCode,cr_allmeters_scfh,Flag_field_recorded,cr_Coriolis_gps,cr_scfh_mean30,cr_scfh_mean60,cr_scfh_mean90,cr_scfh_mean300,cr_scfh_mean600,cr_scfh_mean900,TestLocation,Wind_MPS_mean30,Wind_MPS_mean60,Wind_MPS_mean90,Wind_MPS_mean300,Wind_MPS_mean600,Wind_MPS_mean900,Wind_dir_mean30,Wind_dir_mean60,Wind_dir_mean90,Wind_dir_mean300,Wind_dir_mean600,Wind_dir_mean900,Wind_MPS_sd30,Wind_MPS_sd60,Wind_MPS_sd90,Wind_MPS_sd300,Wind_MPS_sd600,Wind_MPS_sd900,Wind_dir_sd30,Wind_dir_sd60,Wind_dir_sd90,Wind_dir_sd300,Wind_dir_sd600,Wind_dir_sd900,cr_start,cr_end,cr_idx,PlumeLength_m,PlumeEstablished,PlumeDevelopTime,PlumeSteady,tc_Classification,Detection,cr_kgh_CH4_mean30,cr_kgh_CH4_lower30,cr_kgh_CH4_upper30,cr_kgh_CH4_mean60,cr_kgh_CH4_lower60,cr_kgh_CH4_upper60,cr_kgh_CH4_mean90,cr_kgh_CH4_lower90,cr_kgh_CH4_upper90,cr_kgh_CH4_mean300,cr_kgh_CH4_lower300,cr_kgh_CH4_upper300,cr_kgh_CH4_mean600,cr_kgh_CH4_lower600,cr_kgh_CH4_upper600,cr_kgh_CH4_mean900,cr_kgh_CH4_lower900,cr_kgh_CH4_upper900
43,1745,,19,1,1,,2021-10-22 18:34:54+00:00,,,,Methane,0,0,,,,,,,,,2021-10-22 18:34:54+00:00,,,Sentinel-2/Kayrros,2,,Sentinel-2,Kayrros,,,,92870.1,4,218645,92870.1,FALSE,,92537.35667,92536.415,92699.32778,93015.67433,93858.35217,94985.38956,AZ,2.099,2.1965,2.275333333,2.342733333,2.081833333,2.081833333,305.1,300.5166667,296.7777778,301.8066667,309.52,298.4722222,0.281282163,0.356830801,0.333831014,0.332002935,0.478756011,0.478756011,4.520833002,7.26844041,8.193965686,9.582381175,54.14652353,75.71918662,2021-10-22 18:16:57+00:00,0,2006,2148.9,TRUE,17.95,TRUE,FN,1,1668.931635,1577.606419,1763.237217,1669.527215,1580.616676,1769.364851,1671.639441,1582.243433,1773.100584,1670.570092,1579.441026,1771.217106,1688.477094,1599.051142,1780.549404,1713.65966,1617.67327,1809.451079
44,1760,,33,1,1,,2021-10-22 18:34:54+00:00,,,,Methane,,2652,3335,1969,+/- 1 sigma,2.373983,,,,,2021-10-22 18:34:54+00:00,,,Sentinel-2/Harvard,2,,Sentinel-2,Harvard,+/- 1 sigma,,,92870.1,4,218645,92870.1,FALSE,,92537.35667,92536.415,92699.32778,93015.67433,93858.35217,94985.38956,AZ,2.099,2.1965,2.275333333,2.342733333,2.081833333,2.081833333,305.1,300.5166667,296.7777778,301.8066667,309.52,298.4722222,0.281282163,0.356830801,0.333831014,0.332002935,0.478756011,0.478756011,4.520833002,7.26844041,8.193965686,9.582381175,54.14652353,75.71918662,2021-10-22 18:16:57+00:00,0,2006,2148.9,TRUE,17.95,TRUE,TP,1,1669.283413,1577.442998,1765.051146,1666.923843,1576.418,1763.791606,1667.739545,1577.069567,1763.631759,1675.589733,1583.285088,1777.826007,1690.273712,1605.627994,1791.333366,1714.740678,1623.796566,1815.860074
45,1769,,42,,,,2021-10-22 18:34:54+00:00,,,,Methane,330,1500,1203,1790,Min/max,1.9,113,,,,2021-10-22 18:34:54+00:00,,,Sentinel-2/SRON,2,,Sentinel-2,SRON,Min/max,1.4,2.3,92870.1,4,218645,92870.1,FALSE,,92537.35667,92536.415,92699.32778,93015.67433,93858.35217,94985.38956,AZ,2.099,2.1965,2.275333333,2.342733333,2.081833333,2.081833333,305.1,300.5166667,296.7777778,301.8066667,309.52,298.4722222,0.281282163,0.356830801,0.333831014,0.332002935,0.478756011,0.478756011,4.520833002,7.26844041,8.193965686,9.582381175,54.14652353,75.71918662,2021-10-22 18:16:57+00:00,0,2006,2148.9,TRUE,17.95,TRUE,TP,1,1668.876103,1576.537213,1761.177107,1665.437604,1573.734297,1757.339536,1669.094625,1575.226772,1757.474286,1671.84896,1580.030826,1755.183059,1686.112478,1603.437697,1790.518753,1710.086998,1619.849517,1810.058877
46,1684,,10,1,1,,2021-10-24 18:25:02+00:00,,,,Methane,FR,FR,FR,FR,FR,,,,,,2021-10-24 18:25:02+00:00,,,Sentinel-2/LARS,1,,Sentinel-2,LARS,,,,225354,8,218645,225354,FALSE,,225786.6667,225899.8,225898.0222,221737.3633,219167.5233,218882.7444,AZ,2.850666667,2.432833333,2.485,2.475633333,2.37185,2.37185,263.1333333,261.35,261.3,255.4266667,266.5716667,259.5133333,0.254841849,0.733089796,0.631581304,0.678287189,0.699674914,0.699674914,6.473997504,8.252015676,7.616436986,15.66447813,18.80614214,22.59969484,2021-10-24 18:11:05+00:00,0,2009,1956.56,TRUE,13.95,TRUE,FR,1,4073.013406,3849.73406,4303.424872,4058.753716,3836.887333,4303.110305,4067.614503,3868.183695,4277.648724,3993.788022,3790.754583,4198.060833,3952.557525,3727.505821,4176.536401,3938.474385,3732.534603,4157.908756
47,1694,,20,1,1,,2021-10-24 18:25:02+00:00,,,,Methane,cloudy,cloudy,,,,,,,,,2021-10-24 18:25:02+00:00,,,Sentinel-2/Kayrros,1,,Sentinel-2,Kayrros,,,,225354,8,218645,225354,FALSE,,225786.6667,225899.8,225898.0222,221737.3633,219167.5233,218882.7444,AZ,2.850666667,2.432833333,2.485,2.475633333,2.37185,2.37185,263.1333333,261.35,261.3,255.4266667,266.5716667,259.5133333,0.254841849,0.733089796,0.631581304,0.678287189,0.699674914,0.699674914,6.473997504,8.252015676,7.616436986,15.66447813,18.80614214,22.59969484,2021-10-24 18:11:05+00:00,0,2009,1956.56,TRUE,13.95,TRUE,FR,1,4074.472825,3852.223968,4308.009496,4076.174145,3851.870757,4288.501686,4077.814227,3849.480897,4297.873026,3994.938653,3761.241352,4217.271107,3950.329109,3744.319947,4168.044281,3937.616263,3726.514314,4160.02136
48,1709,,34,1,1,,2021-10-24 18:25:02+00:00,,,,Methane,FR,FR,FR,FR,FR,FR,FR,UnknownSentinel2Direction,,,2021-10-24 18:25:02+00:00,,,Sentinel-2/Harvard,1,,Sentinel-2,Harvard,,,,225354,8,218645,225354,FALSE,,225786.6667,225899.8,225898.0222,221737.3633,219167.5233,218882.7444,AZ,2.850666667,2.432833333,2.485,2.475633333,2.37185,2.37185,263.1333333,261.35,261.3,255.4266667,266.5716667,259.5133333,0.254841849,0.733089796,0.631581304,0.678287189,0.699674914,0.699674914,6.473997504,8.252015676,7.616436986,15.66447813,18.80614214,22.59969484,2021-10-24 18:11:05+00:00,0,2009,1956.56,TRUE,13.95,TRUE,FR,1,4076.508375,3850.501036,4306.434008,4069.082955,3898.945809,4316.520153,4064.300464,3856.398781,4306.455094,3991.92181,3778.475805,4241.7407,3955.927457,3729.960636,4193.380358,3949.500347,3728.400264,4182.860136
49,1718,,43,,,,2021-10-24 18:25:02+00:00,,,,Methane,FR,FR,FR,FR,FR,FR,FR,,,,2021-10-24 18:25:02+00:00,,,Sentinel-2/SRON,1,,Sentinel-2,SRON,,,,225354,8,218645,225354,FALSE,,225786.6667,225899.8,225898.0222,221737.3633,219167.5233,218882.7444,AZ,2.850666667,2.432833333,2.485,2.475633333,2.37185,2.37185,263.1333333,261.35,261.3,255.4266667,266.5716667,259.5133333,0.254841849,0.733089796,0.631581304,0.678287189,0.699674914,0.699674914,6.473997504,8.252015676,7.616436986,15.66447813,18.80614214,22.59969484,2021-10-24 18:11:05+00:00,0,2009,1956.56,TRUE,13.95,TRUE,FR,1,4073.960838,3853.303809,4303.522572,4064.916644,3831.990004,4308.333914,4070.337152,3843.131443,4324.466589,3991.668828,3772.619736,4204.395856,3949.677545,3735.940825,4184.725556,3943.485062,3733.346764,4160.344424
50,1736,,10,1,1,,2021-10-24 18:25:02+00:00,,,,Methane,,FR,FR,FR,FR,,,,,,2021-10-24 18:25:02+00:00,,,Sentinel-2/LARS,2,,Sentinel-2,LARS,,,,225354,8,218645,225354,FALSE,,225786.6667,225899.8,225898.0222,221737.3633,219167.5233,218882.7444,AZ,2.850666667,2.432833333,2.485,2.475633333,2.37185,2.37185,263.1333333,261.35,261.3,255.4266667,266.5716667,259.5133333,0.254841849,0.733089796,0.631581304,0.678287189,0.699674914,0.699674914,6.473997504,8.252015676,7.616436986,15.66447813,18.80614214,22.59969484,2021-10-24 18:11:05+00:00,0,2009,1956.56,TRUE,13.95,TRUE,FR,1,4074.197348,3853.817779,4306.71497,4071.76477,3855.373548,4300.673073,4067.482162,3860.306298,4293.077539,3989.746911,3790.138154,4217.428531,3942.455407,3733.350322,4166.682277,3943.478971,3731.761046,4185.530975
51,1746,,20,1,1,,2021-10-24 18:25:02+00:00,,,,Methane,cloudy,cloudy,,,,,,,,,2021-10-24 18:25:02+00:00,,,Sentinel-2/Kayrros,2,,Sentinel-2,Kayrros,,,,225354,8,218645,225354,FALSE,,225786.6667,225899.8,225898.0222,221737.3633,219167.5233,218882.7444,AZ,2.850666667,2.432833333,2.485,2.475633333,2.37185,2.37185,263.1333333,261.35,261.3,255.4266667,266.5716667,259.5133333,0.254841849,0.733089796,0.631581304,0.678287189,0.699674914,0.699674914,6.473997504,8.252015676,7.616436986,15.66447813,18.80614214,22.59969484,2021-10-24 18:11:05+00:00,0,2009,1956.56,TRUE,13.95,TRUE,FR,1,4073.191347,3849.890061,4301.546391,4073.93145,3858.18216,4319.966866,4065.108568,3849.459994,4310.730865,3993.222153,3792.964231,4228.732472,3943.890084,3735.40641,4186.618176,3941.838467,3733.821896,4172.047747
52,1761,,34,1,1,,2021-10-24 18:25:02+00:00,,,,Methane,,FR,FR,FR,FR,FR,,,,,2021-10-24 18:25:02+00:00,,,Sentinel-2/Harvard,2,,Sentinel-2,Harvard,,,,225354,8,218645,225354,FALSE,,225786.6667,225899.8,225898.0222,221737.3633,219167.5233,218882.7444,AZ,2.850666667,2.432833333,2.485,2.475633333,2.37185,2.37185,263.1333333,261.35,261.3,255.4266667,266.5716667,259.5133333,0.254841849,0.733089796,0.631581304,0.678287189,0.699674914,0.699674914,6.473997504,8.252015676,7.616436986,15.66447813,18.80614214,22.59969484,2021-10-24 18:11:05+00:00,0,2009,1956.56,TRUE,13.95,TRUE,FR,1,4073.440401,3848.876946,4301.81935,4070.672648,3862.563549,4314.270405,4069.671208,3854.319257,4309.980475,3995.04242,3768.501666,4224.622953,3949.696738,3747.169493,4166.933494,3937.984599,3726.498343,4165.136232
53,1770,,43,,,,2021-10-24 18:25:02+00:00,,,,Methane,FR,FR,FR,FR,FR,FR,FR,,,,2021-10-24 18:25:02+00:00,,,Sentinel-2/SRON,2,,Sentinel-2,SRON,,,,225354,8,218645,225354,FALSE,,225786.6667,225899.8,225898.0222,221737.3633,219167.5233,218882.7444,AZ,2.850666667,2.432833333,2.485,2.475633333,2.37185,2.37185,263.1333333,261.35,261.3,255.4266667,266.5716667,259.5133333,0.254841849,0.733089796,0.631581304,0.678287189,0.699674914,0.699674914,6.473997504,8.252015676,7.616436986,15.66447813,18.80614214,22.59969484,2021-10-24 18:11:05+00:00,0,2009,1956.56,TRUE,13.95,TRUE,FR,1,4075.676008,3851.277602,4307.66638,4073.718139,3883.701071,4317.634387,4075.929931,3865.482287,4312.419144,3990.357961,3773.730939,4207.592866,3945.325417,3723.829369,4179.20847,3940.601273,3726.88947,4172.655467
54,1685,,11,1,1,,2021-10-27 18:34:57+00:00,,,,Methane,184.39,5333,,,2108,4.881,-97.5,,,,2021-10-27 18:34:57+00:00,,,Sentinel-2/LARS,1,,Sentinel-2,LARS,UT 1 sigma,,,195078,8,218645,195078,FALSE,,195152.8333,195377.5667,195553.4778,194120.9667,191475.1033,191658.55,AZ,4.535333333,4.318833333,4.097333333,3.8032,3.819216667,3.819216667,70.03333333,57,45.82222222,45.36666667,51.34,48.13,0.653482624,0.656908764,0.648411716,0.674093292,0.903102917,0.903102917,6.172705959,15.41076005,20.70747451,16.64780426,16.10662718,16.68472922,2021-10-27 18:13:45+00:00,0,2011,4694.095,TRUE,21.2,TRUE,TP,1,3520.363366,3321.091971,3714.989458,3515.847404,3306.125153,3726.657601,3521.241741,3327.044031,3716.42528,3494.031669,3299.771245,3703.135939,3453.315902,3250.181964,3645.257245,3452.075638,3277.719255,3641.573136
55,1695,,21,1,1,,2021-10-27 18:34:57+00:00,,,,Methane,376,5614,9773,2634,1-sigma confidence interval,3.8,350,189,,,2021-10-27 18:34:57+00:00,,,Sentinel-2/Kayrros,1,,Sentinel-2,Kayrros,+/- 1 sigma,,,195078,8,218645,195078,FALSE,,195152.8333,195377.5667,195553.4778,194120.9667,191475.1033,191658.55,AZ,4.535333333,4.318833333,4.097333333,3.8032,3.819216667,3.819216667,70.03333333,57,45.82222222,45.36666667,51.34,48.13,0.653482624,0.656908764,0.648411716,0.674093292,0.903102917,0.903102917,6.172705959,15.41076005,20.70747451,16.64780426,16.10662718,16.68472922,2021-10-27 18:13:45+00:00,0,2011,4694.095,TRUE,21.2,TRUE,TP,1,3518.948513,3320.510555,3718.848726,3513.764656,3324.370343,3714.570115,3521.306151,3327.090927,3739.803472,3498.294639,3297.939074,3705.025895,3454.879946,3259.142129,3660.007243,3447.653751,3257.882105,3656.935124
56,1710,,35,1,1,,2021-10-27 18:34:57+00:00,,,,Methane,187,5187,6956,3418,+/- 1 sigma,4.407491,7.410631,UnknownSentinel2Direction,,,2021-10-27 18:34:57+00:00,,,Sentinel-2/Harvard,1,,Sentinel-2,Harvard,+/- 1 sigma,,,195078,8,218645,195078,FALSE,,195152.8333,195377.5667,195553.4778,194120.9667,191475.1033,191658.55,AZ,4.535333333,4.318833333,4.097333333,3.8032,3.819216667,3.819216667,70.03333333,57,45.82222222,45.36666667,51.34,48.13,0.653482624,0.656908764,0.648411716,0.674093292,0.903102917,0.903102917,6.172705959,15.41076005,20.70747451,16.64780426,16.10662718,16.68472922,2021-10-27 18:13:45+00:00,0,2011,4694.095,TRUE,21.2,TRUE,TP,1,3520.686716,3324.579512,3720.16403,3515.350782,3316.128399,3710.153075,3526.574218,3323.239399,3738.211121,3497.426405,3328.857109,3693.315543,3451.390676,3255.528053,3653.761547,3453.468175,3249.829884,3654.44917
57,1719,,44,,,,2021-10-27 18:34:57+00:00,,,,Methane,260,2250,1440,2870,Min/max,3.8,184,,,,2021-10-27 18:34:57+00:00,,,Sentinel-2/SRON,1,,Sentinel-2,SRON,Min/max,2.6,4.4,195078,8,218645,195078,FALSE,,195152.8333,195377.5667,195553.4778,194120.9667,191475.1033,191658.55,AZ,4.535333333,4.318833333,4.097333333,3.8032,3.819216667,3.819216667,70.03333333,57,45.82222222,45.36666667,51.34,48.13,0.653482624,0.656908764,0.648411716,0.674093292,0.903102917,0.903102917,6.172705959,15.41076005,20.70747451,16.64780426,16.10662718,16.68472922,2021-10-27 18:13:45+00:00,0,2011,4694.095,TRUE,21.2,TRUE,TP,1,3521.592788,3326.275741,3722.823623,3524.879722,3336.290571,3731.582545,3527.454623,3358.177907,3726.709127,3501.539401,3321.555382,3682.941283,3439.925213,3254.160035,3631.808658,3451.96556,3251.415614,3638.282053
58,1737,,11,1,1,,2021-10-27 18:34:57+00:00,,,,Methane,184.39,4427,18:34:57.856604Z,132.57,1651,3.82,,,,,2021-10-27 18:34:57+00:00,,,Sentinel-2/LARS,2,,Sentinel-2,LARS,UT 1 sigma,,,195078,8,218645,195078,FALSE,,195152.8333,195377.5667,195553.4778,194120.9667,191475.1033,191658.55,AZ,4.535333333,4.318833333,4.097333333,3.8032,3.819216667,3.819216667,70.03333333,57,45.82222222,45.36666667,51.34,48.13,0.653482624,0.656908764,0.648411716,0.674093292,0.903102917,0.903102917,6.172705959,15.41076005,20.70747451,16.64780426,16.10662718,16.68472922,2021-10-27 18:13:45+00:00,0,2011,4694.095,TRUE,21.2,TRUE,TP,1,3522.559741,3328.912116,3720.069904,3525.318973,3319.222597,3730.126795,3522.12782,3324.774778,3716.518024,3493.814346,3306.489672,3693.880872,3443.266474,3263.206143,3632.175513,3455.68669,3270.009847,3659.448711
59,1747,,21,1,1,,2021-10-27 18:34:57+00:00,,,,Methane,376,5134,6929,3340,1-sigma confidence interval,3.32,46.1,189,,,2021-10-27 18:34:57+00:00,,,Sentinel-2/Kayrros,2,,Sentinel-2,Kayrros,+/- 1 sigma,,,195078,8,218645,195078,FALSE,,195152.8333,195377.5667,195553.4778,194120.9667,191475.1033,191658.55,AZ,4.535333333,4.318833333,4.097333333,3.8032,3.819216667,3.819216667,70.03333333,57,45.82222222,45.36666667,51.34,48.13,0.653482624,0.656908764,0.648411716,0.674093292,0.903102917,0.903102917,6.172705959,15.41076005,20.70747451,16.64780426,16.10662718,16.68472922,2021-10-27 18:13:45+00:00,0,2011,4694.095,TRUE,21.2,TRUE,TP,1,3523.727677,3322.774254,3721.64502,3511.237608,3320.781397,3716.348358,3529.629382,3334.657782,3726.716076,3499.454482,3317.235178,3695.389162,3440.141151,3257.5925,3626.141144,3443.682699,3244.282592,3627.017317
60,1762,,35,1,1,,2021-10-27 18:34:57+00:00,,,,Methane,,4447,5582,3312,+/- 1 sigma,3.699061,,,,,2021-10-27 18:34:57+00:00,,,Sentinel-2/Harvard,2,,Sentinel-2,Harvard,+/- 1 sigma,,,195078,8,218645,195078,FALSE,,195152.8333,195377.5667,195553.4778,194120.9667,191475.1033,191658.55,AZ,4.535333333,4.318833333,4.097333333,3.8032,3.819216667,3.819216667,70.03333333,57,45.82222222,45.36666667,51.34,48.13,0.653482624,0.656908764,0.648411716,0.674093292,0.903102917,0.903102917,6.172705959,15.41076005,20.70747451,16.64780426,16.10662718,16.68472922,2021-10-27 18:13:45+00:00,0,2011,4694.095,TRUE,21.2,TRUE,TP,1,3521.436538,3325.39702,3716.593013,3518.664856,3321.710092,3726.424918,3514.981715,3325.884809,3721.435962,3495.367197,3297.283941,3675.620853,3447.575843,3260.707048,3637.793804,3452.885069,3278.728245,3660.383345
61,1771,,44,,,,2021-10-27 18:34:57+00:00,,,,Methane,260,2380,1940,2840,Min/max,4.2,221,,,,2021-10-27 18:34:57+00:00,,,Sentinel-2/SRON,2,,Sentinel-2,SRON,Min/max,3.9,4.4,195078,8,218645,195078,FALSE,,195152.8333,195377.5667,195553.4778,194120.9667,191475.1033,191658.55,AZ,4.535333333,4.318833333,4.097333333,3.8032,3.819216667,3.819216667,70.03333333,57,45.82222222,45.36666667,51.34,48.13,0.653482624,0.656908764,0.648411716,0.674093292,0.903102917,0.903102917,6.172705959,15.41076005,20.70747451,16.64780426,16.10662718,16.68472922,2021-10-27 18:13:45+00:00,0,2011,4694.095,TRUE,21.2,TRUE,TP,1,3521.92629,3324.127198,3724.070108,3521.119668,3324.329233,3735.756833,3521.875654,3329.604812,3726.805073,3489.468606,3303.017328,3704.943833,3454.293385,3256.362888,3646.779562,3448.105479,3252.37858,3645.197541
62,1686,,12,1,2,,2021-10-28 18:16:48+00:00,,,,Methane,120,1625,,,692,4.419,-103.5,,,,2021-10-28 18:16:48+00:00,,,Landsat 8/LARS,1,,Landsat 8,LARS,UT 1 sigma,,,116668,8,218645,116668,FALSE,,116825.9,116765.35,116573.9667,115473.9767,114725.4733,112148.8344,AZ,4.189333333,4.453333333,4.454222222,4.801633333,4.812866667,4.812866667,34.16666667,32.55,31.53333333,41.42,45.90333333,45.74222222,0.647914071,0.670478369,0.572891302,1.021220824,1.106997073,1.106997073,7.543361244,7.342527621,6.943107487,10.29548071,10.89381082,10.07613926,2021-10-28 18:05:30+00:00,0,2012,3238.4,TRUE,11.3,TRUE,TP,1,2108.190425,1984.904778,2233.594871,2100.736139,1983.535101,2229.266714,2101.049577,1987.321497,2232.270421,2077.955636,1952.245794,2199.589902,2068.133654,1947.006238,2193.754538,2019.408104,1905.417441,2144.869635
63,1700,,26,1,1,,2021-10-28 18:16:48+00:00,,,,Methane,280,2236,5136,363,1-sigma confidence interval,4,10,189,,,2021-10-28 18:16:48+00:00,,,Landsat 8/Kayrros,1,,Landsat 8,Kayrros,+/- 1 sigma,,,116668,8,218645,116668,FALSE,,116825.9,116765.35,116573.9667,115473.9767,114725.4733,112148.8344,AZ,4.189333333,4.453333333,4.454222222,4.801633333,4.812866667,4.812866667,34.16666667,32.55,31.53333333,41.42,45.90333333,45.74222222,0.647914071,0.670478369,0.572891302,1.021220824,1.106997073,1.106997073,7.543361244,7.342527621,6.943107487,10.29548071,10.89381082,10.07613926,2021-10-28 18:05:30+00:00,0,2012,3238.4,TRUE,11.3,TRUE,TP,1,2108.696837,1983.795362,2231.589099,2100.910851,1978.931291,2229.346389,2100.866423,1974.804267,2229.64571,2083.108194,1957.26255,2211.755391,2064.86719,1944.942112,2187.177123,2017.778286,1908.330319,2135.754995
64,1720,,45,,,,2021-10-28 18:16:48+00:00,,,,Methane,FR,FR,FR,FR,FR,FR,FR,,,,2021-10-28 18:16:48+00:00,,,Landsat 8/SRON,1,,Landsat 8,SRON,,,,116668,8,218645,116668,FALSE,,116825.9,116765.35,116573.9667,115473.9767,114725.4733,112148.8344,AZ,4.189333333,4.453333333,4.454222222,4.801633333,4.812866667,4.812866667,34.16666667,32.55,31.53333333,41.42,45.90333333,45.74222222,0.647914071,0.670478369,0.572891302,1.021220824,1.106997073,1.106997073,7.543361244,7.342527621,6.943107487,10.29548071,10.89381082,10.07613926,2021-10-28 18:05:30+00:00,0,2012,3238.4,TRUE,11.3,TRUE,FR,1,2108.067664,1981.315535,2230.239425,2100.099084,1988.804493,2219.136093,2100.450825,1977.841415,2232.681903,2076.811487,1963.64268,2199.888787,2068.254433,1956.661263,2187.297205,2021.609895,1913.800512,2150.341946
65,1738,,12,1,2,,2021-10-28 18:16:48+00:00,,,,Methane,120,1735,18:16:48.2627780Z,28.38,710,4.81,,,,,2021-10-28 18:16:48+00:00,,,Landsat 8/LARS,2,,Landsat 8,LARS,UT 1 sigma,,,116668,8,218645,116668,FALSE,,116825.9,116765.35,116573.9667,115473.9767,114725.4733,112148.8344,AZ,4.189333333,4.453333333,4.454222222,4.801633333,4.812866667,4.812866667,34.16666667,32.55,31.53333333,41.42,45.90333333,45.74222222,0.647914071,0.670478369,0.572891302,1.021220824,1.106997073,1.106997073,7.543361244,7.342527621,6.943107487,10.29548071,10.89381082,10.07613926,2021-10-28 18:05:30+00:00,0,2012,3238.4,TRUE,11.3,TRUE,TP,1,2107.771078,1984.179778,2231.697272,2104.722892,1979.005042,2226.342276,2101.68098,1993.650417,2216.143072,2074.487301,1963.694796,2206.856535,2068.987634,1952.510641,2195.588352,2017.154815,1892.481714,2137.818853
