,level_0,index,PerformerExperimentID,FacilityID,EquipmentUnitID,DateOfSurvey,Operator_Timestamp,StartTime,EndTime,SurveyTime,Gas,PlumeLength (hyperspectral technologies only),FacilityEmissionRate,FacilityEmissionRateUpper,FacilityEmissionRateLower,UncertaintyType,WindSpeed,WindDirection,TransitDirection,QC filter,NumberOfEmissionSourcesReported,Stanford_timestamp,Round 3 test set,WindType,OperatorSet,UnblindingStage,Notes,Satellite,Team,UncertaintyTypeManual,WindSpeedLow,WindSpeedHigh,cr_quad_scfh,PipeSize_inch,MeterCode,cr_allmeters_scfh,Flag_field_recorded,cr_Coriolis_gps,cr_scfh_mean30,cr_scfh_mean60,cr_scfh_mean90,cr_scfh_mean300,cr_scfh_mean600,cr_scfh_mean900,TestLocation,Wind_MPS_mean30,Wind_MPS_mean60,Wind_MPS_mean90,Wind_MPS_mean300,Wind_MPS_mean600,Wind_MPS_mean900,Wind_dir_mean30,Wind_dir_mean60,Wind_dir_mean90,Wind_dir_mean300,Wind_dir_mean600,Wind_dir_mean900,Wind_MPS_sd30,Wind_MPS_sd60,Wind_MPS_sd90,Wind_MPS_sd300,Wind_MPS_sd600,Wind_MPS_sd900,Wind_dir_sd30,Wind_dir_sd60,Wind_dir_sd90,Wind_dir_sd300,Wind_dir_sd600,Wind_dir_sd900,cr_start,cr_end,cr_idx,PlumeLength_m,PlumeEstablished,PlumeDevelopTime,PlumeSteady,tc_Classification,Detection,cr_kgh_CH4_mean30,cr_kgh_CH4_lower30,cr_kgh_CH4_upper30,cr_kgh_CH4_mean60,cr_kgh_CH4_lower60,cr_kgh_CH4_upper60,cr_kgh_CH4_mean90,cr_kgh_CH4_lower90,cr_kgh_CH4_upper90,cr_kgh_CH4_mean300,cr_kgh_CH4_lower300,cr_kgh_CH4_upper300,cr_kgh_CH4_mean600,cr_kgh_CH4_lower600,cr_kgh_CH4_upper600,cr_kgh_CH4_mean900,cr_kgh_CH4_lower900,cr_kgh_CH4_upper900
66,1752,,26,1,1,,2021-10-28 18:16:48+00:00,,,,Methane,280,2489,3024,1955,1-sigma confidence interval,4.6,45.59,189,,,2021-10-28 18:16:48+00:00,,,Landsat 8/Kayrros,2,,Landsat 8,Kayrros,+/- 1 sigma,,,116668,8,218645,116668,FALSE,,116825.9,116765.35,116573.9667,115473.9767,114725.4733,112148.8344,AZ,4.189333333,4.453333333,4.454222222,4.801633333,4.812866667,4.812866667,34.16666667,32.55,31.53333333,41.42,45.90333333,45.74222222,0.647914071,0.670478369,0.572891302,1.021220824,1.106997073,1.106997073,7.543361244,7.342527621,6.943107487,10.29548071,10.89381082,10.07613926,2021-10-28 18:05:30+00:00,0,2012,3238.4,TRUE,11.3,TRUE,TP,1,2107.491337,1986.586673,2230.112473,2103.645122,1981.573322,2243.048985,2101.656616,1985.445872,2230.844653,2076.266681,1962.486755,2210.529099,2062.068265,1949.075916,2188.749379,2019.525161,1900.839076,2155.021739
67,1772,,45,,,,2021-10-28 18:16:48+00:00,,,,Methane,FR,FR,FR,FR,FR,FR,FR,,,,2021-10-28 18:16:48+00:00,,,Landsat 8/SRON,2,,Landsat 8,SRON,,,,116668,8,218645,116668,FALSE,,116825.9,116765.35,116573.9667,115473.9767,114725.4733,112148.8344,AZ,4.189333333,4.453333333,4.454222222,4.801633333,4.812866667,4.812866667,34.16666667,32.55,31.53333333,41.42,45.90333333,45.74222222,0.647914071,0.670478369,0.572891302,1.021220824,1.106997073,1.106997073,7.543361244,7.342527621,6.943107487,10.29548071,10.89381082,10.07613926,2021-10-28 18:05:30+00:00,0,2012,3238.4,TRUE,11.3,TRUE,FR,1,2108.188842,1986.045197,2232.495091,2103.869909,1994.216482,2236.063393,2101.456199,1983.199011,2221.284113,2080.565549,1959.569767,2202.661681,2067.675124,1942.267515,2189.365682,2016.458169,1902.769546,2136.418458
68,1687,,13,1,1,,2021-10-29 18:24:58+00:00,,,,Methane,,0,,,,2.223,-89.5,,,,2021-10-29 18:24:58+00:00,,,Sentinel-2/LARS,1,,Sentinel-2,LARS,,,,281513,8,218645,281513,FALSE,,282310.6667,282645.8167,282310.3778,278775.0433,262685.7583,251671.5222,AZ,4.808,4.821333333,4.605333333,4.908366667,4.901583333,4.901583333,54.23333333,56.3,55.85555556,51.45333333,52.45,49.99111111,0.607677319,0.50018121,0.541701854,0.753633561,0.733643679,0.733643679,5.769619203,5.618673467,5.406116202,9.153895431,8.380805241,9.772491464,2021-10-29 18:09:15+00:00,0,2013,4719.235,TRUE,15.71666667,TRUE,FN,1,5094.441456,4822.249633,5379.309186,5088.925374,4817.317088,5388.412259,5082.939351,4799.529,5358.65092,5024.14973,4734.841515,5290.516583,4733.539151,4494.976811,4993.524157,4534.826796,4279.560856,4801.413
69,1696,,22,1,1,,2021-10-29 18:24:58+00:00,,,,Methane,348,4675,8052,2326,1-sigma confidence interval,2.6,1,189,,,2021-10-29 18:24:58+00:00,,,Sentinel-2/Kayrros,1,,Sentinel-2,Kayrros,+/- 1 sigma,,,281513,8,218645,281513,FALSE,,282310.6667,282645.8167,282310.3778,278775.0433,262685.7583,251671.5222,AZ,4.808,4.821333333,4.605333333,4.908366667,4.901583333,4.901583333,54.23333333,56.3,55.85555556,51.45333333,52.45,49.99111111,0.607677319,0.50018121,0.541701854,0.753633561,0.733643679,0.733643679,5.769619203,5.618673467,5.406116202,9.153895431,8.380805241,9.772491464,2021-10-29 18:09:15+00:00,0,2013,4719.235,TRUE,15.71666667,TRUE,TP,1,5096.620202,4819.815727,5384.048163,5085.769732,4791.285209,5404.336518,5084.170365,4820.789072,5382.609924,5013.543963,4765.365833,5274.110502,4743.186168,4519.885496,5011.353889,4534.454565,4284.596457,4763.845906
70,1711,,36,1,1,,2021-10-29 18:24:58+00:00,,,,Methane,122,2762,3915,1609,+/- 1 sigma,2.448409,10.779561,UnknownSentinel2Direction,,,2021-10-29 18:24:58+00:00,,,Sentinel-2/Harvard,1,,Sentinel-2,Harvard,+/- 1 sigma,,,281513,8,218645,281513,FALSE,,282310.6667,282645.8167,282310.3778,278775.0433,262685.7583,251671.5222,AZ,4.808,4.821333333,4.605333333,4.908366667,4.901583333,4.901583333,54.23333333,56.3,55.85555556,51.45333333,52.45,49.99111111,0.607677319,0.50018121,0.541701854,0.753633561,0.733643679,0.733643679,5.769619203,5.618673467,5.406116202,9.153895431,8.380805241,9.772491464,2021-10-29 18:09:15+00:00,0,2013,4719.235,TRUE,15.71666667,TRUE,TP,1,5095.242486,4820.983678,5381.574768,5087.705872,4807.561994,5373.67294,5083.54824,4822.405161,5406.919638,5012.396867,4744.282661,5305.735608,4731.73443,4476.434838,4971.787359,4533.75356,4296.347628,4795.477266
71,1721,,46,,,,2021-10-29 18:24:58+00:00,,,,Methane,0,0,0,0,0,,,,,,2021-10-29 18:24:58+00:00,,,Sentinel-2/SRON,1,,Sentinel-2,SRON,,,,281513,8,218645,281513,FALSE,,282310.6667,282645.8167,282310.3778,278775.0433,262685.7583,251671.5222,AZ,4.808,4.821333333,4.605333333,4.908366667,4.901583333,4.901583333,54.23333333,56.3,55.85555556,51.45333333,52.45,49.99111111,0.607677319,0.50018121,0.541701854,0.753633561,0.733643679,0.733643679,5.769619203,5.618673467,5.406116202,9.153895431,8.380805241,9.772491464,2021-10-29 18:09:15+00:00,0,2013,4719.235,TRUE,15.71666667,TRUE,FN,1,5095.01479,4816.661603,5378.232678,5080.495268,4824.355442,5388.217484,5081.877686,4819.189906,5387.229584,5016.652134,4740.443119,5327.158853,4722.352504,4478.663095,5000.999184,4532.9273,4284.722599,4799.544316
72,1739,,13,1,1,,2021-10-29 18:24:58+00:00,,,,Methane,,0,,,,,,,,,2021-10-29 18:24:58+00:00,,,Sentinel-2/LARS,2,,Sentinel-2,LARS,,,,281513,8,218645,281513,FALSE,,282310.6667,282645.8167,282310.3778,278775.0433,262685.7583,251671.5222,AZ,4.808,4.821333333,4.605333333,4.908366667,4.901583333,4.901583333,54.23333333,56.3,55.85555556,51.45333333,52.45,49.99111111,0.607677319,0.50018121,0.541701854,0.753633561,0.733643679,0.733643679,5.769619203,5.618673467,5.406116202,9.153895431,8.380805241,9.772491464,2021-10-29 18:09:15+00:00,0,2013,4719.235,TRUE,15.71666667,TRUE,FN,1,5094.630453,4810.476791,5377.951651,5100.633128,4822.936022,5398.980096,5076.364839,4820.748712,5373.04482,5019.601509,4760.887252,5323.974127,4725.377439,4459.315094,4985.935909,4536.861247,4291.716634,4782.454777
73,1748,,22,1,1,,2021-10-29 18:24:58+00:00,,,,Methane,348,7267,10546,3988,1-sigma confidence interval,4.86,46.1,189,,,2021-10-29 18:24:58+00:00,,,Sentinel-2/Kayrros,2,,Sentinel-2,Kayrros,+/- 1 sigma,,,281513,8,218645,281513,FALSE,,282310.6667,282645.8167,282310.3778,278775.0433,262685.7583,251671.5222,AZ,4.808,4.821333333,4.605333333,4.908366667,4.901583333,4.901583333,54.23333333,56.3,55.85555556,51.45333333,52.45,49.99111111,0.607677319,0.50018121,0.541701854,0.753633561,0.733643679,0.733643679,5.769619203,5.618673467,5.406116202,9.153895431,8.380805241,9.772491464,2021-10-29 18:09:15+00:00,0,2013,4719.235,TRUE,15.71666667,TRUE,TP,1,5095.907674,4818.016991,5371.536836,5077.24699,4807.857174,5381.387607,5090.953638,4817.908814,5368.668583,5018.876969,4751.008438,5325.152292,4735.103076,4492.467136,5008.557817,4532.452038,4292.293891,4769.755577
74,1763,,36,1,1,,2021-10-29 18:24:58+00:00,,,,Methane,,4757,5890,3624,+/- 1 sigma,,,,,,2021-10-29 18:24:58+00:00,,,Sentinel-2/Harvard,2,,Sentinel-2,Harvard,+/- 1 sigma,,,281513,8,218645,281513,FALSE,,282310.6667,282645.8167,282310.3778,278775.0433,262685.7583,251671.5222,AZ,4.808,4.821333333,4.605333333,4.908366667,4.901583333,4.901583333,54.23333333,56.3,55.85555556,51.45333333,52.45,49.99111111,0.607677319,0.50018121,0.541701854,0.753633561,0.733643679,0.733643679,5.769619203,5.618673467,5.406116202,9.153895431,8.380805241,9.772491464,2021-10-29 18:09:15+00:00,0,2013,4719.235,TRUE,15.71666667,TRUE,TP,1,5094.636957,4815.74484,5388.07296,5087.834641,4802.058013,5356.081976,5084.065267,4817.339078,5382.6604,5022.891116,4753.024649,5317.640828,4730.896094,4494.477839,5001.265001,4532.767051,4285.239982,4788.17697
75,1773,,46,,,,2021-10-29 18:24:58+00:00,,,,Methane,0,0,0,0,0,,,,,,2021-10-29 18:24:58+00:00,,,Sentinel-2/SRON,2,,Sentinel-2,SRON,,,,281513,8,218645,281513,FALSE,,282310.6667,282645.8167,282310.3778,278775.0433,262685.7583,251671.5222,AZ,4.808,4.821333333,4.605333333,4.908366667,4.901583333,4.901583333,54.23333333,56.3,55.85555556,51.45333333,52.45,49.99111111,0.607677319,0.50018121,0.541701854,0.753633561,0.733643679,0.733643679,5.769619203,5.618673467,5.406116202,9.153895431,8.380805241,9.772491464,2021-10-29 18:09:15+00:00,0,2013,4719.235,TRUE,15.71666667,TRUE,FN,1,5093.677824,4814.688963,5380.58129,5089.605994,4814.436443,5381.430623,5090.756913,4798.667789,5387.935105,5024.301568,4760.117942,5305.684211,4744.573545,4496.69805,4987.867707,4525.268817,4289.996742,4799.023939
,,,15,1,1,,2021-11-01 18:34:54+00:00,,,,Methane,0,0,0,0,0,3.570 ,29.2 ,,,,2021-11-01 18:34:54+00:00,,,Sentinel-2/LARS,1,,Sentinel-2,LARS,UT 1 sigma,,,0,4,308188,0,FALSE,,0,0,0,0,0,0,AZ,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,TRUE,,TRUE,TN,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,24,1,1,,2021-11-01 18:34:54+00:00,,,,Methane,0,0,0,0,1-sigma confidence interval,,,,,,2021-11-01 18:34:54+00:00,,,Sentinel-2/Kayrros,1,,Sentinel-2,Kayrros,+/- 1 sigma,,,0,4,308188,0,FALSE,,0,0,0,0,0,0,AZ,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,TRUE,,TRUE,TN,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,38,1,1,,2021-11-01 18:34:54+00:00,,,,Methane,0,0,0,0,+/- 1 sigma,,,,,,2021-11-01 18:34:54+00:00,,,Sentinel-2/Harvard,1,,Sentinel-2,Harvard,+/- 1 sigma,,,0,4,308188,0,FALSE,,0,0,0,0,0,0,AZ,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,TRUE,,TRUE,TN,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,48,,,,2021-11-01 18:34:54+00:00,,,,Methane,FR,FR,FR,FR,FR,FR,FR,,,,2021-11-01 18:34:54+00:00,,,Sentinel-2/SRON,1,,Sentinel-2,SRON,,,,0,4,308188,0,FALSE,,0,0,0,0,0,0,AZ,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,TRUE,,TRUE,FR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,15,1,1,,2021-11-01 18:34:54+00:00,,,,Methane,0,0,0,0,0,,,,,,2021-11-01 18:34:54+00:00,,,Sentinel-2/LARS,2,,Sentinel-2,LARS,UT 1 sigma,,,0,4,308188,0,FALSE,,0,0,0,0,0,0,AZ,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,TRUE,,TRUE,TN,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,24,1,1,,2021-11-01 18:34:54+00:00,,,,Methane,0,0,0,0,1-sigma confidence interval,,,,,,2021-11-01 18:34:54+00:00,,,Sentinel-2/Kayrros,2,,Sentinel-2,Kayrros,+/- 1 sigma,,,0,4,308188,0,FALSE,,0,0,0,0,0,0,AZ,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,TRUE,,TRUE,TN,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,38,1,1,,2021-11-01 18:34:54+00:00,,,,Methane,0,0,0,0,+/- 1 sigma,,,,,,2021-11-01 18:34:54+00:00,,,Sentinel-2/Harvard,2,,Sentinel-2,Harvard,+/- 1 sigma,,,0,4,308188,0,FALSE,,0,0,0,0,0,0,AZ,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,TRUE,,TRUE,TN,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,48,,,,2021-11-01 18:34:54+00:00,,,,Methane,FR,FR,FR,FR,FR,FR,FR,,,,2021-11-01 18:34:54+00:00,,,Sentinel-2/SRON,2,,Sentinel-2,SRON,,,,0,4,308188,0,FALSE,,0,0,0,0,0,0,AZ,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,TRUE,,TRUE,FR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,1689,,15,1,1,,2021-11-03 18:25:01+00:00,,,,Methane,111.35,1191,,,0,3.024 ,-87.8 ,,,,2021-11-03 18:25:01+00:00,,,Sentinel-2/LARS,1,,Sentinel-2,LARS,UT 1 sigma,,,76596.4,4,308188,76596.4,FALSE,,76628.08333,76649.40667,76656.90778,77025.21667,77539.2735,70210.01289,AZ,4.524666667,4.038333333,3.639888889,3.6905,3.586,3.586,48.83333333,43.58333333,41.36666667,39.87666667,40.13833333,42.10666667,0.371416054,0.917058981,0.949492466,0.698811282,0.671180158,0.671180158,3.931160514,8.255027573,9.276586451,8.191364379,10.77122227,11.52594211,2021-11-03 18:12:18+00:00,0,2016,2606.13,TRUE,12.71666667,TRUE,TP,1,1382.629513,1306.513537,1460.299098,1383.242065,1311.953195,1464.092502,1377.824705,1305.018449,1456.632594,1386.180208,1312.593044,1468.842227,1395.991542,1310.270303,1467.347334,1266.067425,1200.513541,1344.911935
77,1698,,24,1,1,,2021-11-03 18:25:01+00:00,,,,Methane,330,2823,5657,1016,1-sigma confidence interval,2.5,353,189,,,2021-11-03 18:25:01+00:00,,,Sentinel-2/Kayrros,1,,Sentinel-2,Kayrros,+/- 1 sigma,,,76596.4,4,308188,76596.4,FALSE,,76628.08333,76649.40667,76656.90778,77025.21667,77539.2735,70210.01289,AZ,4.524666667,4.038333333,3.639888889,3.6905,3.586,3.586,48.83333333,43.58333333,41.36666667,39.87666667,40.13833333,42.10666667,0.371416054,0.917058981,0.949492466,0.698811282,0.671180158,0.671180158,3.931160514,8.255027573,9.276586451,8.191364379,10.77122227,11.52594211,2021-11-03 18:12:18+00:00,0,2016,2606.13,TRUE,12.71666667,TRUE,TP,1,1383.015381,1307.820701,1460.808537,1380.622281,1311.723416,1460.07803,1378.668174,1307.512594,1453.717265,1387.594541,1306.870802,1469.96304,1396.808981,1324.994166,1474.393681,1261.775192,1194.788755,1341.489471
78,1713,,38,1,1,,2021-11-03 18:25:01+00:00,,,,Methane,115,1300,1878,722,+/- 1 sigma,2.595344,3.860544,UnknownSentinel2Direction,,,2021-11-03 18:25:01+00:00,,,Sentinel-2/Harvard,1,,Sentinel-2,Harvard,+/- 1 sigma,,,76596.4,4,308188,76596.4,FALSE,,76628.08333,76649.40667,76656.90778,77025.21667,77539.2735,70210.01289,AZ,4.524666667,4.038333333,3.639888889,3.6905,3.586,3.586,48.83333333,43.58333333,41.36666667,39.87666667,40.13833333,42.10666667,0.371416054,0.917058981,0.949492466,0.698811282,0.671180158,0.671180158,3.931160514,8.255027573,9.276586451,8.191364379,10.77122227,11.52594211,2021-11-03 18:12:18+00:00,0,2016,2606.13,TRUE,12.71666667,TRUE,TP,1,1383.322847,1308.814848,1461.059266,1381.682872,1305.90366,1459.150106,1381.413592,1308.702738,1461.747639,1387.393546,1314.131324,1472.120881,1397.815821,1334.057442,1476.174176,1263.696326,1194.659195,1336.875428
79,1723,,48,,,,2021-11-03 18:25:01+00:00,,,,Methane,0,0,0,0,0,,,,,,2021-11-03 18:25:01+00:00,,,Sentinel-2/SRON,1,,Sentinel-2,SRON,,,,76596.4,4,308188,76596.4,FALSE,,76628.08333,76649.40667,76656.90778,77025.21667,77539.2735,70210.01289,AZ,4.524666667,4.038333333,3.639888889,3.6905,3.586,3.586,48.83333333,43.58333333,41.36666667,39.87666667,40.13833333,42.10666667,0.371416054,0.917058981,0.949492466,0.698811282,0.671180158,0.671180158,3.931160514,8.255027573,9.276586451,8.191364379,10.77122227,11.52594211,2021-11-03 18:12:18+00:00,0,2016,2606.13,TRUE,12.71666667,TRUE,FN,1,1382.401158,1307.334722,1460.062597,1380.560785,1298.231041,1458.878176,1378.295666,1302.774434,1457.356927,1382.446296,1309.137662,1452.0119,1396.816841,1320.978653,1470.938882,1264.328101,1197.11964,1338.976684
80,1741,,15,1,1,,2021-11-03 18:25:01+00:00,,,,Methane,111.35,1344,18:25:01.184114Z,25.45,539,3.59,,,,,2021-11-03 18:25:01+00:00,,,Sentinel-2/LARS,2,,Sentinel-2,LARS,UT 1 sigma,,,76596.4,4,308188,76596.4,FALSE,,76628.08333,76649.40667,76656.90778,77025.21667,77539.2735,70210.01289,AZ,4.524666667,4.038333333,3.639888889,3.6905,3.586,3.586,48.83333333,43.58333333,41.36666667,39.87666667,40.13833333,42.10666667,0.371416054,0.917058981,0.949492466,0.698811282,0.671180158,0.671180158,3.931160514,8.255027573,9.276586451,8.191364379,10.77122227,11.52594211,2021-11-03 18:12:18+00:00,0,2016,2606.13,TRUE,12.71666667,TRUE,TP,1,1382.613949,1307.227183,1459.224875,1381.072361,1309.277976,1454.322908,1377.730055,1303.570086,1457.019031,1390.082603,1317.937035,1473.973513,1396.621899,1323.052698,1471.112482,1263.92996,1201.204801,1329.208475
81,1750,,24,1,1,,2021-11-03 18:25:01+00:00,,,,Methane,330,3199,4899,1498,1-sigma confidence interval,2.96,36.9,189,,,2021-11-03 18:25:01+00:00,,,Sentinel-2/Kayrros,2,,Sentinel-2,Kayrros,+/- 1 sigma,,,76596.4,4,308188,76596.4,FALSE,,76628.08333,76649.40667,76656.90778,77025.21667,77539.2735,70210.01289,AZ,4.524666667,4.038333333,3.639888889,3.6905,3.586,3.586,48.83333333,43.58333333,41.36666667,39.87666667,40.13833333,42.10666667,0.371416054,0.917058981,0.949492466,0.698811282,0.671180158,0.671180158,3.931160514,8.255027573,9.276586451,8.191364379,10.77122227,11.52594211,2021-11-03 18:12:18+00:00,0,2016,2606.13,TRUE,12.71666667,TRUE,TP,1,1382.499749,1306.387744,1461.035924,1378.296957,1308.329782,1448.535038,1380.530793,1303.846133,1468.26289,1386.138925,1313.892632,1467.016538,1397.882013,1324.763657,1480.976302,1264.535798,1197.796114,1339.392475
82,1765,,38,1,1,,2021-11-03 18:25:01+00:00,,,,Methane,,1787,2333,1241,+/- 1 sigma,3.798211,,,,,2021-11-03 18:25:01+00:00,,,Sentinel-2/Harvard,2,,Sentinel-2,Harvard,+/- 1 sigma,,,76596.4,4,308188,76596.4,FALSE,,76628.08333,76649.40667,76656.90778,77025.21667,77539.2735,70210.01289,AZ,4.524666667,4.038333333,3.639888889,3.6905,3.586,3.586,48.83333333,43.58333333,41.36666667,39.87666667,40.13833333,42.10666667,0.371416054,0.917058981,0.949492466,0.698811282,0.671180158,0.671180158,3.931160514,8.255027573,9.276586451,8.191364379,10.77122227,11.52594211,2021-11-03 18:12:18+00:00,0,2016,2606.13,TRUE,12.71666667,TRUE,TP,1,1382.852134,1306.576646,1460.920699,1379.151899,1308.27955,1458.457299,1381.598282,1306.2655,1467.096498,1384.823726,1311.889685,1471.100875,1397.150726,1320.561074,1477.054741,1264.850521,1198.077164,1334.266829
83,1775,,48,,,,2021-11-03 18:25:01+00:00,,,,Methane,0,0,0,0,0,,,,,,2021-11-03 18:25:01+00:00,,,Sentinel-2/SRON,2,,Sentinel-2,SRON,,,,76596.4,4,308188,76596.4,FALSE,,76628.08333,76649.40667,76656.90778,77025.21667,77539.2735,70210.01289,AZ,4.524666667,4.038333333,3.639888889,3.6905,3.586,3.586,48.83333333,43.58333333,41.36666667,39.87666667,40.13833333,42.10666667,0.371416054,0.917058981,0.949492466,0.698811282,0.671180158,0.671180158,3.931160514,8.255027573,9.276586451,8.191364379,10.77122227,11.52594211,2021-11-03 18:12:18+00:00,0,2016,2606.13,TRUE,12.71666667,TRUE,FN,1,1383.123014,1307.405092,1461.483713,1378.457553,1306.191115,1464.311687,1380.42052,1308.547401,1462.837233,1388.108549,1312.111468,1460.175444,1400.864644,1319.854699,1477.249663,1265.086694,1201.49349,1331.607519
84,1690,,16,,,,2021-10-23 18:40:53+00:00,,,,Methane,277,4069,,,1515,3.771272995,47.0416,,,,2021-10-23 18:40:53+00:00,,,WV3/LARS,1,,WV3,LARS,UT 1 sigma,,,218027,8,218645,218027,FALSE,,218693.5667,218451.7833,218208,219472.7067,222886.7667,222823.6622,AZ,4.337666667,3.9235,3.858888889,4.1823,4.676916667,4.676916667,244.4333333,243,236.3111111,241.2033333,240.0533333,238.2966667,0.513061691,0.665021537,0.634648349,0.873980846,0.912301201,0.912301201,10.73724852,10.43949476,13.52703863,13.41473715,12.95389882,13.16439184,2021-10-23 18:26:42+00:00,0,2007,3908.2,TRUE,14.18333333,TRUE,TP,1,3946.475459,3733.852211,4164.791526,3927.938908,3716.857943,4135.665651,3936.455489,3714.315868,4165.556269,3952.908805,3737.933865,4180.538944,4012.906091,3814.2346,4247.224919,4011.045702,3808.841204,4229.398984
85,1705,,30,1,1,,2021-10-23 18:40:53+00:00,,,,Methane,318,1282,2758,522,1-sigma confidence interval,2.9,207,190,,,2021-10-23 18:40:53+00:00,,,WV3/Kayrros,1,,WV3,Kayrros,+/- 1 sigma,,,218027,8,218645,218027,FALSE,,218693.5667,218451.7833,218208,219472.7067,222886.7667,222823.6622,AZ,4.337666667,3.9235,3.858888889,4.1823,4.676916667,4.676916667,244.4333333,243,236.3111111,241.2033333,240.0533333,238.2966667,0.513061691,0.665021537,0.634648349,0.873980846,0.912301201,0.912301201,10.73724852,10.43949476,13.52703863,13.41473715,12.95389882,13.16439184,2021-10-23 18:26:42+00:00,0,2007,3908.2,TRUE,14.18333333,TRUE,TP,1,3946.064704,3731.219531,4172.138177,3940.887916,3734.206141,4149.396684,3930.920772,3717.157796,4142.715502,3957.254262,3745.660662,4187.135793,4020.250944,3808.753978,4260.245988,4018.420708,3829.280479,4251.379848
86,1742,,16,,,,2021-10-23 18:40:53+00:00,,,,Methane,277,4790,,,1876,4.673416667,,,,,2021-10-23 18:40:53+00:00,,,WV3/LARS,2,,WV3,LARS,UT 1 sigma,,,218027,8,218645,218027,FALSE,,218693.5667,218451.7833,218208,219472.7067,222886.7667,222823.6622,AZ,4.337666667,3.9235,3.858888889,4.1823,4.676916667,4.676916667,244.4333333,243,236.3111111,241.2033333,240.0533333,238.2966667,0.513061691,0.665021537,0.634648349,0.873980846,0.912301201,0.912301201,10.73724852,10.43949476,13.52703863,13.41473715,12.95389882,13.16439184,2021-10-23 18:26:42+00:00,0,2007,3908.2,TRUE,14.18333333,TRUE,TP,1,3948.690461,3729.158208,4169.330705,3938.32891,3731.222529,4165.366627,3928.574602,3710.703287,4143.580068,3950.005147,3739.328756,4189.653403,4011.644618,3806.75767,4224.039595,4009.838172,3797.734234,4217.441557
87,1757,,30,1,1,,2021-10-23 18:40:53+00:00,,,,Methane,318,1578,2053,1236,1-sigma confidence interval,4.31,207,190,,,2021-10-23 18:40:53+00:00,,,WV3/Kayrros,2,,WV3,Kayrros,+/- 1 sigma,,,218027,8,218645,218027,FALSE,,218693.5667,218451.7833,218208,219472.7067,222886.7667,222823.6622,AZ,4.337666667,3.9235,3.858888889,4.1823,4.676916667,4.676916667,244.4333333,243,236.3111111,241.2033333,240.0533333,238.2966667,0.513061691,0.665021537,0.634648349,0.873980846,0.912301201,0.912301201,10.73724852,10.43949476,13.52703863,13.41473715,12.95389882,13.16439184,2021-10-23 18:26:42+00:00,0,2007,3908.2,TRUE,14.18333333,TRUE,TP,1,3946.73304,3734.164764,4167.815838,3933.894696,3713.389622,4174.277016,3930.836852,3743.331526,4171.502146,3951.430025,3734.752406,4194.835732,4022.427898,3834.124952,4256.069523,4010.201758,3793.228368,4205.631266